thai_name,thai_script,english_name,description,region,image_url,category
Khiao Wan Thale Haeng,เขียวหวานทะเลแห้ง,Dry Green Curry with Seafood,"A drier version of green curry stir-fried with assorted seafood, herbs, and curry paste for an intense flavor.",Central,,Curry dish
Kaeng Khiao Wan,เขียวหวาน,Green Curry,"A creamy and aromatic curry made with green chili paste, coconut milk, meat or seafood, and Thai herbs.",Central,,Curry dish
Chaokuai,เฉาก๊วย,Grass jelly,Grass jelly is made from a herb from the mint family. It is often served with only shaved ice and brown sugar.,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Chao_guay_thai_grass_jelly.jpg/120px-Chao_guay_thai_grass_jelly.jpg,Sweet snacks and desserts
Tao Hu Khai Pad Phong Karee,เต้าหู้ไข่ผัดผงกะหรี่,Stir-fried Egg Tofu with Curry Powder,"Golden egg tofu stir-fried with curry powder, vegetables, and sometimes seafood, offering a rich and aromatic flavor.",Central,,Tofu dish
Tao Hu Song Khruang,เต้าหู้ทรงเครื่อง,Braised Tofu with Mixed Toppings,"Soft tofu topped with minced pork, mushrooms, and vegetables, simmered in a flavorful sauce.",Central,,Tofu dish
Nuea thup,เนื้อทุบ,Nuea thup,"Beef is pounded after grilling, and served with a chili dip.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/2016_0919_Lunch_at_Long_Koi_Lap_Khom_02.jpg/120px-2016_0919_Lunch_at_Long_Koi_Lap_Khom_02.jpg,Grilled dishes
Nuea ping,เนื้อปิ้ง,Nuea ping,Marinated and barbecued beef.,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Nuea_ping.jpg/120px-Nuea_ping.jpg,Grilled dishes
Nuea phat bai yira,เนื้อผัดใบยี่หร่า,Ocimum gratissimum,"Besides beef and basil, other ingredients are garlic, chili peppers, light soy sauce, and fish sauce. African basil leaves have a slight anise taste.",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Nuea_phat_bai_yira.jpg/120px-Nuea_phat_bai_yira.jpg,Stir-fried dishes
Nuea yang nam tok,เนื้อย่างน้ำตก,Nuea yang nam tok,"With a similar ""dressing"" as larb , this dish is made with sliced grilled beef. ""Nam tok"" means ""waterfall"" in Thai and it is thought that the meat juices should run out from the meat like a waterfall.",Northeast,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Nuea_yang_nam_tok.jpg/120px-Nuea_yang_nam_tok.jpg,Salads
Nuea khem thot,เนื้อเค็มทอด,Nuea khem thot,Salted and sun-dried beef that has been deep-fried before serving.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Nuea_khem_thot.jpg/120px-Nuea_khem_thot.jpg,Savoury snacks and starters
Nuea daet diao kaphrao thot,เนื้อแดดเดียวกะเพราทอด,Nuea daet diao kaphrao thot,Deep-fried strips of sun dried beef and with crispy fried holy basil .,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Nuea_daet_diao_kraphao_thot.jpg/120px-Nuea_daet_diao_kraphao_thot.jpg,Savoury snacks and starters
Fren Fai,เฟรนฟราย,French Fries,"Deep-fried potato sticks, crispy on the outside and fluffy inside, served as a popular snack or side dish.",International,,Deep-fried dishes
Miang kham,เมี่ยงคำ,Miang kham,Dried shrimp and other ingredients wrapped in cha phlu (Thai: ชะพลู) leaves.,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Miang_kam_ready.JPG/120px-Miang_kam_ready.JPG,Savoury snacks and starters
Miang pla,เมี่ยงปลา,Miang pla,"Similar to Miang kham , the main ingredient for this wrap is deep-fried fish.",,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Miang_pla.jpg/120px-Miang_pla.jpg,Savoury snacks and starters
Yue Phai Toon Nam Daeng,เยื่อไผ่ตุ๋นน้ำแดง,Bamboo Pith in Red Soup,A nourishing Chinese-influenced soup made with bamboo pith stewed in a savory red broth with vegetables and seasonings.,Central,,Soup
Yentafo,เย็นตาโฟ,Yentafo,"The Thai version of the Chinese noodle dish Yong Tau Foo is slightly sweet, sour, salty, and spicy.",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/2019_01_Yen_tafo.jpg/120px-2019_01_Yen_tafo.jpg,Noodle dishes
Leng Supper,เล้งซุปเปอร์,Spicy Pork Bone Soup,"A fiery and tangy soup made from pork spine bones simmered with lime juice, chilies, and herbs, known for its bold and zesty flavor.",Central,,Soups
Leng saep,เล้งแซ่บ,Leng saep,Spicy and sour pork spine soup.,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Leng_saap.jpg/120px-Leng_saap.jpg,Soups
Suea rong hai,เสือร้องไห้,Weeping tiger beef,"Suea rong hai literally means ""weeping tiger"". It is grilled marinated beef which is eaten with vegetables and Nam chim chaeo dipping sauce.",Northeast,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Suea_rong_hai.jpg/120px-Suea_rong_hai.jpg,Grilled dishes
Lao Khao,เหล้าขาว,Thai rice whisky,"A distilled alcohol made from Thai rice , it is often a home-made moonshine .",,,Drinks
Lao Mae Khong,เหล้าแม่โขง,Mekhong (spirit),"Closer to a rum, it is distilled from sugarcane and rice.",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Mekhong_bottle.jpg/120px-Mekhong_bottle.jpg,Drinks
Hed Pao Hu Pad Goong,เห็ดเป๋าฮื้อผัดกุ้ง,Stir-fried Abalone Mushrooms with Shrimp,"A light and savory stir-fry of abalone mushrooms and shrimp, cooked with garlic and oyster sauce for a delicate flavor.",Central Thailand,,Seafood dishes
Hed Pao Hu Jian Kana,เห็ดเป๋าฮื้อเจี้ยนคะน้า,Braised Abalone Mushrooms with Kale,"Tender abalone mushrooms simmered with crisp kale in a flavorful sauce, balancing earthy and slightly bitter notes.",Central Thailand,,Seafood dishes
Kaeng kradang,แกงกระด้าง,Kaeng kradang,A pork curry aspic (jelly) from northern Thailand which is eaten cold.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Kaeng_kradang.jpg/120px-Kaeng_kradang.jpg,Curries
Kaeng kari,แกงกะหรี่,Yellow curry,"It is a Thai-Muslim dish which is mostly known in the West as ""Thai yellow curry"". It is of Indian origin and is often made with chicken and potatoes. It can also be made with other meats or seafood.",South,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Kaeng_kari_kai.JPG/120px-Kaeng_kari_kai.JPG,Curries
Kaeng khanun,แกงขนุน,Kaeng khanun,"A northern Thai curry made with boiled whole jackfruit , pork, tomatoes, and chopped chakhan ( Piper interruptum ; ""pepper vine"").",North,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Kaeng_kanun_CM.jpg/120px-Kaeng_kanun_CM.jpg,Curries
Kaeng khilek,แกงขี้เหล็ก,Kaeng khilek,This creamy curry has as its main ingredient the leaves and flower buds of the Senna siamea tree ( khilek in Thai).,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Kaeng_khilek.jpg/120px-Kaeng_khilek.jpg,Curries
Kaeng khua,แกงคั่ว,Kaeng khua,A type of Thai curry which uses a larger amount of turmeric in the paste than is usually the norm. A popular preparation is with prawns and pineapple. This particular version is called kaeng khua het fang ( Thai : แกงคั่วเห็ดฟาง ): with straw mushrooms .,Central,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Kaeng_khua_het_fang.jpg/120px-Kaeng_khua_het_fang.jpg,Curries
Kaeng khua mu bai chamuang,แกงคั่วหมูใบชะมวง,Kaeng khua mu bai chamuang,"A thick central Thai curry with pork and the leaves of chamuang or Garcinia cowa , a tree related to the mangosteen .",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Kaeng_khua_mu_bai_chamuang.JPG/120px-Kaeng_khua_mu_bai_chamuang.JPG,Curries
Tom chuet,แกงจืด,Clear vegetable soup,"A light vegetable, chicken or pork broth with vegetables and celery, to which minced pork, soft tofu, seaweed, glass noodles , and mushroom can be added. This soup can also be called Kaeng chuet ( Thai : แกงจืดวุ้นเส้น ).",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Tom_jued_tahoo.jpg/120px-Tom_jued_tahoo.jpg,Soups
Kaeng cha-om,แกงชะอม,Kaeng cha-om,A northern Thai curry with cha-om (the young leaves of the Acacia pennata ) and dried fish. This particular version also contained a mix of different types of mushroom.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Kaeng_chaom.JPG/120px-Kaeng_chaom.JPG,Curries
Kaeng dok salae,แกงดอกสะแล,Kaeng dok salae,A northern Thai curry that is made from the unopened flower buds of the shrub Broussonetia kurzii (J. D. Hooker) Corner. These flower buds are available in northern Thailand only from mid-February until late March.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kaeng_dok_salae.jpg/120px-Kaeng_dok_salae.jpg,Curries
Kaeng tun,แกงตูน,Kaeng tun,A northern Thai curry made with the stalks of the Leucocasia gigantea and catfish. Leucocasia gigantea is called tun ( Thai : ตูน ) in the northern Thai language and khun ( Thai : คูน ) in standard Thai.,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Kaeng_tun.jpg/120px-Kaeng_tun.jpg,Curries
Gaeng Pla Rad Bai Yor,แกงปลาแรดใบยอ,Curry with Giant Gourami and Moringa Leaves,"A spicy Thai curry made with giant gourami fish and moringa leaves, combining rich herbal notes with a slightly bitter undertone.",Central,,Curries
Kaeng pli,แกงปลี,Kaeng pli,A northern Thai curry made with chopped banana flower and pork.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Kaeng_pli.jpg/120px-Kaeng_pli.jpg,Curries
Kaeng pa,แกงป่า,Jungle curry,"Traditionally made with wild boar , most often pork or chicken is used nowadays. This curry, as most curries from northern Thailand, does not contain coconut milk.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Kaeng_phak_wan.JPG/120px-Kaeng_phak_wan.JPG,Curries
Gaeng Pa Pla Kang,แกงป่าปลาคัง,Jungle Curry with Pla Kang (Catfish),"A spicy, herb-filled jungle curry cooked without coconut milk, featuring catfish and assorted Thai vegetables",Central,,Curries
Gaeng Pa Pla Rad,แกงป่าปลาแรด,Jungle Curry with Pla Rad (Giant Gourami),"A fiery jungle curry made with giant gourami, fresh herbs, and vegetables, known for its intense heat and earthy flavors.",Central,,Curries
Gaeng Pa Moo Pa,แกงป่าหมูป่า,Jungle Curry with Wild Boar,"A bold and spicy jungle curry featuring wild boar meat, chili, and Thai herbs, offering a rustic and gamey flavor.",Central,,Curries
Kaeng phak kat cho kraduk mu,แกงผักกาดจอกระดูกหมู,Kaeng phak kat cho kraduk mu,"A somewhat spicy soup/curry ( kaeng ) made with cabbage ( phak kat cho , a variety of Brassica rapa chinensis ) and pork ribs ( kraduk mu ). As is usual with Northern Thai ""curries"", it does not contain any coconut milk.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Kaeng_phak_kat_cho_kraduk_mu.jpg/120px-Kaeng_phak_kat_cho_kraduk_mu.jpg,Curries
Kaeng phak bung sai pla,แกงผักบุ้งใส่ปลา,Kaeng phak bung sai pla,"A northern Thai curry made with "" morning glory "" and catfish.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Kaeng_phak_bung_sai_pla.jpg/120px-Kaeng_phak_bung_sai_pla.jpg,Curries
Kaeng phak wan pa,แกงผักหวานป่า,Kaeng phak wan pa,"A Northern Thai curry made with the leaves of the woody plant Melientha suavis Pierre, glass noodles, and dried fish.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Kaeng_phak_wan.JPG/120px-Kaeng_phak_wan.JPG,Curries
Kaeng phak siangda,แกงผักเซียงดา,Kaeng phak siangda,"A northern Thai curry made with the leaves of the vine Gymnema inodorum and dried fish. In this particular version, snakehead fish is used.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Kaeng_phak_siangda.jpg/120px-Kaeng_phak_siangda.jpg,Curries
Kaeng phak lueat,แกงผักเลือด,Kaeng phak lueat,A northern Thai curry made with the leaves of the Ficus virens . This version is with pork.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Kaeng_phak_lueat.JPG/120px-Kaeng_phak_lueat.JPG,Curries
Kaeng phanaeng,แกงพะแนง,Phanaeng curry,"A so-called dry, Malay influenced coconut curry with beef ( phanaeng nuea , Thai : พะแนงเนื้อ ), chicken, pork or seafood such as soft shell crab.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Phanaeng_kai.jpg/120px-Phanaeng_kai.jpg,Curries
Kaeng fak sai kai,แกงฟักใส่ไก่,Kaeng fak sai kai,A northern Thai curry made with winter melon and chicken. It is also known under the name kaeng fak khio .,North,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Kaeng_fak_sai_kai.JPG/120px-Kaeng_fak_sai_kai.JPG,Curries
Kaeng matsaman,แกงมัสมั่น,Massaman curry,"A rich, thick curry containing coconut milk, usually of stewed beef or, as in the image, chicken. This curry contains roasted dried spices that are rarely found in other Thai curries. The name kaeng matsaman means ""Muslim curry"", with the spices believed to have been brought to Thailand by Muslim traders in the 17th century. Massaman curry is usually served with rice or roti.",South,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Kaeng_matsaman_kai.JPG/120px-Kaeng_matsaman_kai.JPG,Curries
Kaeng yot maphrao on sai kai,แกงยอดมะพร้าวอ่อนใส่ไก่,Kaeng yot maphrao on sai kai,"A northern Thai curry made with "" coconut heart "" and chicken. The taste of ""coconut heart"" is similar to bamboo shoots but much sweeter.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Kaeng_yot_maphrao_sai_kai.JPG/120px-Kaeng_yot_maphrao_sai_kai.JPG,Curries
Kaeng ranchuan,แกงรัญจวน,Kaeng ranchuan,"Kaeng ranchuan is a beef curry and fermented shrimp paste chili sauce, similar to tom yam . It was created by chef in royal households from the leftovers and turned in new dish by combining pieces of meat and leftover sauce especially nam phrik kapi . The most popular of all dip is nam phrik kapi , a very delicious sauce of Thailand because this sauce can be eaten with everything. Many Thai chefs reformed kaeng ranchuan to restaurants after it was mentioned by culinary authority ML Nueang Ninrat, in a memoir explaining her life during the reign of King Rama V and VI. The people misunderstand about the origin and preparation of kaeng ranchuan because of famous TV series that do the wrong method of this dish and make people remember that this is the real kaeng ranchuan preparation method. So, the real kaeng ranchuan is in ML Ninrat book ""Life in the Palace"" she tells how her grandmother, the princess Sabai Ninrat created this dish. At the end of dinner there was leftovers so she asked her assistant to separate the meat from chili and basil. Then, she mixed it into a broth and added leftover of Nam prhrik kapi, so this is called the real kaeng ranchuan .",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Methavalai_Sorndaeng_-_kaeng_ranjuan_-_%E0%B9%81%E0%B8%81%E0%B8%87%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%88%E0%B8%A7%E0%B8%99_-_%E0%B9%80%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%A7%E0%B8%A5%E0%B8%B1%E0%B8%A2_%E0%B8%A8%E0%B8%A3%E0%B9%81%E0%B8%94%E0%B8%87_%28Dec_2021%29.jpg/120px-Methavalai_Sorndaeng_-_kaeng_ranjuan_-_%E0%B9%81%E0%B8%81%E0%B8%87%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%88%E0%B8%A7%E0%B8%99_-_%E0%B9%80%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%A7%E0%B8%A5%E0%B8%B1%E0%B8%A2_%E0%B8%A8%E0%B8%A3%E0%B9%81%E0%B8%94%E0%B8%87_%28Dec_2021%29.jpg,Curries
Kaeng som,แกงส้ม,Kaeng som,"A hot and sour Thai curry/soup made with tamarind paste and fish (often pla chon ["" Snakehead fish ""]). Kaeng som cha-om thot ( Thai : แกงส้มชะอมทอด ) is a version of the dish which features deep-fried cha-om (Acacia leaves) as one of its ingredients.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Kaeng_som_chaom_thot.jpg/120px-Kaeng_som_chaom_thot.jpg,Curries
Gaeng Som Khai Thot Bai Yor Goong,แกงส้มไข่ทอดใบยอกุ้ง,Sour Curry with Fried Moringa Leaf Omelette and Shrimp,"A tangy Southern-style sour curry made with shrimp and pieces of fried moringa leaf omelette simmered in a spicy, tamarind-based broth.",South,,Curries
Kaeng yuak,แกงหยวก,Kaeng yuak,A northern Thai curry made with the tender core of the trunk of the banana plant.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kaeng_yuak.JPG/120px-Kaeng_yuak.JPG,Curries
Kaeng om,แกงอ่อม,Kaeng om,"A spicy Lanna ""curry"" with meat, and without any coconut milk. The version shown in the photo is with beef.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/2016_0919_Lunch_at_Long_Koi_Lap_Khom_05.jpg/120px-2016_0919_Lunch_at_Long_Koi_Lap_Khom_05.jpg,Curries
Kaeng hangle,แกงฮังเล,Kaeng hangle,"A Burmese influenced curry of stewed meat (usually pork), peanuts, dried chili peppers and tamarind juice but without coconut milk. Thin strips of fresh ginger are added in before serving.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/%E0%B9%81%E0%B8%81%E0%B8%87%E0%B8%AE%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%A5_%E0%B8%97%E0%B8%B5%E0%B9%88_%E0%B8%AB%E0%B8%A5%E0%B8%B9%E0%B9%89%E0%B8%A5%E0%B8%B3.jpg/120px-%E0%B9%81%E0%B8%81%E0%B8%87%E0%B8%AE%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%A5_%E0%B8%97%E0%B8%B5%E0%B9%88_%E0%B8%AB%E0%B8%A5%E0%B8%B9%E0%B9%89%E0%B8%A5%E0%B8%B3.jpg,Curries
Kaeng khiao wan,แกงเขียวหวาน,Green curry,"A coconut curry made with fresh green chili peppers and flavored with Thai basil, usually with chicken ( kaeng khiao wan kai ) or fish balls .",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Thai_green_chicken_curry_and_roti.jpg/120px-Thai_green_chicken_curry_and_roti.jpg,Curries
Kaeng thepho,แกงเทโพ,Kaeng thepho,"One of the dishes mentioned in the poem of King Rama II on Thai dishes, it is a central Thai curry originally made with the fatty belly part of the Pangasius Larnaudii ( thae pho ; shark catfish) but now more often belly pork is used as is the case with the version shown in the photo. The other main ingredient in this curry is phak bung Chin (Chinese water spinach ).",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Kaeng_thae_pho.jpg/120px-Kaeng_thae_pho.jpg,Curries
Kaeng phet,แกงเผ็ด,Red curry,"A spicy red curry made with dried chili peppers, containing coconut milk. It can be made with different meats, seafood or tofu, in combination with (several types of) eggplant(s), and sometimes other vegetables. Fresh green peppercorns and Thai basil are often added to enhance the flavor.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Kaeng_phet_mu.jpg/120px-Kaeng_phet_mu.jpg,Curries
Kaeng phet pet yang,แกงเผ็ดเป็ดย่าง,Red curry,Red curry with roast duck is the quintessential mix of the Thai (red curry) and Chinese (red roast duck) cuisines. This dish often also contains grapes and pineapple.,Central,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Red_roast_duck_curry.jpg/120px-Red_roast_duck_curry.jpg,Curries
Kaeng lueang,แกงเหลือง,Kaeng lueang,"A sour spicy curry that does not contain coconut milk and is yellow in color due to the use of turmeric , often with fish and vegetables, such as bamboo shoots as in the version in the photo. In southern Thailand it is called kaeng som but due to it being different from the central Thai kaeng som , it is called kaeng lueang (""yellow curry"") elsewhere. It should not be confused with what is known as "" yellow curry "" outside of Thailand.",South,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Kaeng_lueang.JPG/120px-Kaeng_lueang.JPG,Curries
Kaeng het,แกงเห็ด,Kaeng het,A northern Thai curry made with pork and a variety of mushrooms.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Kaeng_het.jpg/120px-Kaeng_het.jpg,Curries
Kaeng khae,แกงแค,Kaeng khae,"A spicy curry of herbs, vegetables, cha-om leaves (a kind of acacia tree), and meat (chicken, water buffalo, pork, or frog meat). It does not contain any coconut milk.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Kaeng_khae-963.JPG/120px-Kaeng_khae-963.JPG,Curries
Kaeng ho,แกงโฮะ,Kaeng ho,"A Northern Thai dish where one or more types of curry are refried with glass noodles and other ingredients such as kaffir lime leaves, lemongrass, and bamboo shoots. At least one of the curries used in this recipe should be the Northern Thai pork curry called kaeng hangle .",North,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Kaeng_ho.jpg/120px-Kaeng_ho.jpg,Curries
Kaeng tai pla,แกงไตปลา,Kaeng tai pla,"A thick, spicy vegetable curry made with turmeric, a sauce made from fish innards ( tai pla ), and shrimp paste, containing roasted fish, bamboo shoots, and eggplant.",South,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Kaeng_tai_pla.JPG/120px-Kaeng_tai_pla.JPG,Curries
Khaep mu,แคบหมู,Pork rinds,Deep fried pork skin that is eaten with nam phrik num (grilled green chili dip) from Chiang Mai is renowned in the whole of Thailand.,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Khaep_mu.jpg/120px-Khaep_mu.jpg,Deep-fried dishes
Zaap Goong,แซ่บกุ้ง,Spicy Shrimp Salad,"A fiery and tangy Thai salad made with shrimp, fresh herbs, chili, and lime juice for a bold flavor.",Northeast,,Salads
Paeng nom yang nuea,แป้งนมย่างอมเนื้อ,Paeng nom yang nuea,"Grilled cow udders, served with a chili dip.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/2016_0919_Lunch_at_Long_Koi_Lap_Khom_02.jpg/120px-2016_0919_Lunch_at_Long_Koi_Lap_Khom_02.jpg,Grilled dishes
Saeng som,แสงโสม,Sang Som,A Thai rum which has been distilled since 1977.,,,Drinks
Naem khluk,แหนมคลุก,Naem khluk,"Naem sausage (pork fermented with sticky rice) [ 4 ] is mixed with boiled rice and then deep-fried. The salad is made by crumbling the deep-fried balls and mixing in sliced shallots, dried chillies, fish sauce and lime juice. It is served with raw vegetables and herbs.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Naem_khluk_1.jpg/120px-Naem_khluk_1.jpg,Salads
Aep pla noi,แอ็บปลาน้อย,Aep pla noi,Freshwater small fry and brine shrimp are mixed with curry paste and then grilled over a low fire wrapped inside banana leaves.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Aep_pla_noi.jpg/120px-Aep_pla_noi.jpg,Grilled dishes
Aep mu,แอ็บหมู,Aep mu,"A Northern Thai "" soufflé "" of egg, minced pork, herbs, and curry paste that is slowly grilled inside a banana leaf wrapper over a charcoal fire.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Aep_mu.JPG/120px-Aep_mu.JPG,Grilled dishes
Aep ong-o,แอ็บอ่องออ,Aep ong-o,"Roughly chopped pig's brain mixed with egg and curry paste are grilled over a low fire, wrapped inside banana leaves.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Aep_ong-o.jpg/120px-Aep_ong-o.jpg,Grilled dishes
Chok,โจ๊ก,Congee,"Of Chinese origin, it is a rice congee with minced chicken or pork. Mixing an egg in with the congee is optional.",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Jok_mu_sap.JPG/120px-Jok_mu_sap.JPG,Rice dishes
Roti,โรตี,Roti,"In Thailand, Roti is eaten primarily with Southern Thai curries. It is also a popular street food dessert that is topped with sweetened condensed milk.",South,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Roti_titchu_with_beef_curry.jpg/120px-Roti_titchu_with_beef_curry.jpg,Dessert
Roti kluai,โรตีกล้วย,Roti with banana,"Sliced banana and beaten eggs are fried inside a thin sheet of dough, then cut and served with sweetened condensed milk or sugar.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Roti_kluai_khai_chiang_mai_04.jpg/120px-Roti_kluai_khai_chiang_mai_04.jpg,Sweet snacks and desserts
Roti sai mai,โรตีสายไหม,Roti sai mai,"An extremely sweet kind of cotton candy which is wrapped inside small, thin pancakes.",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Roti_sai_mai_2.jpg/120px-Roti_sai_mai_2.jpg,Sweet snacks and desserts
Oliang,โอเลี้ยง,Iced black coffee,"A sweet Thai black ice coffee . The name is of Teochew origin where ""o"" means black, and ""liang"" means cold.",,,Drinks
Bai po,ใบปอ,Corchorus,"Eaten blanched as a dish with khao tom kui (plain rice congee ), the taste is similar to that of spinach or samphire .",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Bai_po.JPG/120px-Bai_po.JPG,Steamed or blanched dishes
Gai Krim Manao,ไก่ครีมมะนาว,Chicken with Lemon Cream Sauce,"Tender pieces of chicken cooked in a creamy lemon sauce, combining richness with a refreshing citrus tang.",Central,,Meat dishes
Kai tun ya chin,ไก่ตุ๋นยาจีน,Kai tun ya chin,"The name literally translates to ""chicken stewed with Chinese medicine"". It contains medicinal herbs, one of them the dried fruit of the wolfberry , a.k.a. goji berries ( Thai : เก๋ากี้ ; kaoki ). The dish is of Chinese origin.",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Kai_tun_ya_chin.JPG/120px-Kai_tun_ya_chin.JPG,Soups
Kai thot,ไก่ทอด,Deep-fried chicken,"The version of kai thot as shown in the image is made in the Southern Thai manner, having been marinated with khamin ( turmeric ) and served with krueng thae (crispy fried chopped garlic and turmeric) as a topping.",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Kai_thot_krueng_thae.JPG/120px-Kai_thot_krueng_thae.JPG,Deep-fried dishes
Kai thot takhrai,ไก่ทอดตะไคร้,Deep fried chicken and lemongrass,"Pieces of chicken are deep fried together with finely chopped or shredded lemongrass, and served with a sweet chili sauce.",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Kai_thot_takhrai.jpg/120px-Kai_thot_takhrai.jpg,Deep-fried dishes
Kai phat khing,ไก่ผัดขิง,Stir-fired sliced ginger with chicken,"A simple dish of fried slices of chicken with sliced ginger, soy sauce, fish sauce, and chili peppers.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Kai_phat_khing.jpg/120px-Kai_phat_khing.jpg,Meat dishes
Gai Pad Med Mamuang,ไก่ผัดเม็ดมะม่วง,Stir-fried chicken with cashew nuts,"A savory stir-fry of chicken, cashew nuts, and vegetables in a sweet and slightly spicy sauce.",Central,,Meat dishes
Kai phat met mamuang himmaphan,ไก่ผัดเม็ดมะม่วงหิมพานต์,Stir-fried chicken with cashew nuts,"The Thai Chinese version of the Sichuan style fried chicken with cashew nuts known as Kung Pao chicken , stir-fried with whole dried chili peppers.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Kai_phat_met_mamuang_himaphan.JPG/120px-Kai_phat_met_mamuang_himaphan.JPG,Meat dishes
Kai yang,ไก่ย่าง,Grilled chicken,"Grilled marinated chicken, usually eaten together with Som tam (papaya salad).",Northeast,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Kai_yang_CM.jpg/120px-Kai_yang_CM.jpg,Grilled dishes
Kai rom khwan,ไก่รมควัน,Smoking (cooking),Smoked chicken is often eaten as a snack to go with drinks.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kai_rom_khwan.jpg/120px-Kai_rom_khwan.jpg,Savoury snacks and starters
Kai ho bai toei,ไก่ห่อใบเตย,Pandanus amaryllifolius,Pieces of marinated chicken are wrapped in fragrant pandan leaves and then deep fried. [ 2 ],Central,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Kai_ho_bai_toei.jpg/120px-Kai_ho_bai_toei.jpg,Deep-fried dishes
